series,network,Type,# Eps,Air Day,National Time,daypart,Run_time (min),Unique HHs,Total Hrs Viewed,Avg % Viewed
series930,network6,Cable,4,U,2:00 PM,daytime,30,"307,609",104042,66.00%
series1353,network42,Cable,4,R,8:30 PM,prime,30,"307,596",85009.23167,53.94%
series1091,network32,Cable,2,M U,7:30 PM,primeaccess,30,"307,361",101015.6142,62.64%
series1225,network6,Cable,4,U,11:30 AM,daytime,30,"307,164",98960,63.00%
series762,network5,Broadcast,1,W,10:30 PM,prime,30,"307,022",89859.47333,55.95%
series1432,network21,Cable,2,F U,10:00 PM,prime,120,"306,579",164767.5086,25.85%
series1020,network6,Cable,4,R,12:00 AM,latefringe,30,"306,282",98263.22167,62.77%
series177,network32,Cable,2,S U,2:30 PM,daytime,30,"306,281",109982,69.00%
series1073,network26,Cable,4,S,8:00 AM,earlymorning,30,"306,152",95324.67583,60.62%
series696,network53,Cable,2,R F,8:00 AM,earlymorning,420,"306,136",289996.0956,12.17%
series21,network13,Broadcast,1,S,3:00 PM,daytime,180,"305,636",178947,19.00%
series978,network36,Cable,8,S U,7:30 AM,earlymorning,30,"305,325",84344.07111,54.19%
series87,network30,Cable,2,F,10:30 PM,prime,30,"305,136",108247.9861,68.43%
series447,network45,Cable,11,F S U,3:00 AM,overnight,30,"304,972",109075.9767,70.29%
series1251,network5,Broadcast,4,S,9:30 AM,daytime,30,"304,789",107726,69.00%
series87,network30,Cable,2,M F,11:30 PM,latefringe,31,"304,127",103819.5436,63.60%
series1075,network36,Cable,4,U,12:00 PM,daytime,60,"304,043",129384,41.00%
series1354,network21,Cable,4,W,10:30 PM,prime,30,"304,011",112589.6836,68.60%
series602,network6,Cable,4,S,10:00 AM,daytime,30,"303,937",92288,59.00%
series810,network35,Cable,4,M W,11:00 PM,latefringe,60,"303,898",119618.5539,38.44%
series306,network4,Broadcast,1,S,8:00 PM,prime,60,"303,851",148880.8383,46.80%
series716,network26,Cable,4,M,8:15 PM,prime,15,"303,516",57990.38445,73.79%
series266,network36,Cable,4,S,7:00 PM,primeaccess,60,"303,108",105508.8431,34.13%
series1012,network6,Cable,4,S,9:00 PM,prime,30,"302,947",86263.05722,55.69%
series942,network26,Cable,4,M,8:30 PM,prime,15,"302,638",63035.16306,80.16%
series571,network6,Cable,4,S,11:00 AM,daytime,30,"302,272",97766,63.00%
series1096,network30,Cable,2,R U,11:00 PM,latefringe,61,"301,899",137429.3367,43.21%
series417,network32,Cable,6,S U,4:00 AM,overnight,30,"301,599",106080.0031,68.82%
series573,network6,Cable,5,W F,1:00 AM,latefringe,30,"301,445",104590.6989,67.99%
series796,network6,Cable,4,U,1:30 PM,daytime,30,"301,256",100590,65.00%
series1435,network36,Cable,4,S,1:00 PM,daytime,60,"300,678",137460,45.00%
series620,network17,Cable,4,S,5:00 PM,earlyfringe,60,"300,389",131168.5125,42.68%
series928,network6,Cable,4,S,10:30 AM,daytime,30,"300,256",93454,60.00%
series491,network15,Cable,4,W,9:00 PM,prime,60,"300,220",166082.315,52.30%
series219,network4,Broadcast,4,S,9:30 AM,daytime,30,"299,997",102446,67.00%
series1221,network21,Cable,4,T,8:30 PM,prime,30,"299,509",84444.0075,54.70%
series715,network28,Cable,15,M T W R F,5:00 AM,overnight,30,"299,261",104990.0492,69.00%
series86,network25,Cable,3,T,9:00 PM,prime,60,"298,570",133462.3022,43.26%
series1221,network21,Cable,4,T,9:00 PM,prime,30,"298,487",84803.64667,54.99%
series900,network13,Broadcast,1,S,4:00 PM,earlyfringe,120,"298,454",127746.6697,20.62%
series1287,network6,Cable,4,S,1:30 PM,daytime,30,"298,062",98826,65.00%
series895,network11,Cable,3,U,1:00 PM,daytime,90,"297,425",156546,34.00%
series1120,network6,Cable,4,S,9:30 PM,prime,30,"297,254",86203.10222,56.67%
series576,network60,Cable,10,R F U,7:30 PM,primeaccess,30,"297,190",66050.41167,44.08%
series133,network44,Cable,10,M T W R F,7:30 PM,primeaccess,30,"295,848",89002.08695,58.31%
series728,network21,Cable,11,F S U,4:30 AM,overnight,30,"295,781",94625.6925,63.14%
series937,network7,Cable,4,R U,11:00 PM,latefringe,60,"295,552",119176.4508,38.73%
series365,network17,Cable,4,S,11:30 AM,daytime,30,"295,388",91302,60.00%
series832,network13,Broadcast,1,U,6:34 PM,earlyfringe,26,"295,336",80851.18833,60.78%
series172,network26,Cable,4,S,8:30 AM,earlymorning,30,"295,112",91609.00528,60.29%
series1013,network17,Cable,4,S,12:00 PM,daytime,30,"294,902",90610,60.00%
series847,network13,Broadcast,1,U,12:30 PM,daytime,150,"294,771",226862.5,29.00%
series942,network26,Cable,4,R,8:00 PM,prime,15,"294,312",58931.09278,77.48%
series487,network6,Cable,7,W F,5:00 PM,earlyfringe,30,"294,090",89007.36611,59.52%
series115,network25,Cable,5,W S U,11:00 PM,latefringe,60,"293,115",144211.9906,47.48%
series1347,network18,Broadcast,1,S,8:00 PM,prime,120,"293,107",149638.3981,24.45%
series1221,network21,Cable,4,T,9:30 PM,prime,30,"292,631",85043.47445,56.19%
series716,network26,Cable,4,R,8:30 PM,prime,15,"292,548",56531.72472,74.85%
series886,network30,Cable,24,T W R F S U,6:00 AM,earlymorning,30,"291,784",101948.5511,69.37%
series266,network36,Cable,4,U,6:00 PM,earlyfringe,60,"291,770",103046.1414,34.68%
series1084,network34,Cable,3,S U,3:00 PM,daytime,60,"291,664",131115,44.00%
series917,network13,Broadcast,3,S,1:00 AM,latefringe,60,"291,434",206342.9064,69.16%
series163,network26,Cable,3,F,7:30 PM,primeaccess,30,"291,037",99913.26306,65.51%
series1142,network1,Cable,4,S,11:00 AM,daytime,60,"290,531",142984,47.00%
series146,network6,Cable,4,S,11:30 AM,daytime,30,"290,499",96300,64.00%
series852,network32,Cable,1,U,12:00 PM,daytime,90,"290,382",194041.5,41.00%
series1080,network48,Cable,5,W S U,1:01 AM,latefringe,30,"290,240",96178.01389,64.57%
series1169,network20,Cable,16,M T W R F,7:00 AM,earlymorning,60,"290,058",153101.9914,51.45%
series563,network28,Cable,15,M T W R F,4:30 AM,overnight,30,"289,860",107578.3969,73.05%
series679,network13,Broadcast,1,S,8:00 PM,prime,60,"289,691",137869.36,45.49%
series716,network26,Cable,4,R,8:45 PM,prime,15,"289,459",54826.50778,73.48%
series681,network22,Cable,4,T,2:00 PM,daytime,60,"289,260",153844,51.00%
series1107,network32,Cable,4,M T W R,7:30 AM,earlymorning,30,"289,217",97001.33389,65.40%
series962,network28,Cable,8,M S U,2:00 AM,overnight,30,"288,916",115184.27,77.98%
series715,network28,Cable,15,M T W R F,5:30 AM,overnight,30,"288,859",107716.3269,73.25%
series255,network17,Cable,4,W R S U,12:00 AM,latefringe,60,"288,769",145019.4047,48.72%
series570,network34,Cable,3,U,10:30 AM,daytime,30,"288,389",97143,65.00%
series677,network1,Cable,3,U,11:00 AM,daytime,60,"288,192",158061,52.00%
series1221,network21,Cable,4,T,10:00 PM,prime,30,"288,009",84474.25694,56.64%
series357,network6,Cable,4,U,10:30 AM,daytime,30,"287,101",92200,63.00%
series1410,network13,Broadcast,4,S,12:00 PM,daytime,30,"286,769",101882,70.00%
series886,network30,Cable,24,T W R F S U,6:30 AM,earlymorning,30,"286,560",97707.60195,67.66%
series130,network32,Cable,1,F,9:00 PM,prime,120,"286,531",225170.0833,36.04%
series437,network17,Cable,4,T,11:00 PM,latefringe,60,"286,327",110269.7325,37.43%
series224,network6,Cable,4,S,2:00 PM,daytime,30,"286,264",92536,63.00%
series1117,network4,Broadcast,1,U,8:12 PM,prime,60,"285,904",134897.6678,44.00%
series494,network17,Cable,4,S,1:30 PM,daytime,30,"285,853",89810,61.00%
series723,network42,Cable,22,M T W R F S,7:30 AM,earlymorning,30,"285,684",86650.95528,59.67%
series677,network1,Cable,3,S U,12:00 PM,daytime,60,"285,598",137751,46.00%
series579,network34,Cable,3,U,11:00 PM,latefringe,60,"285,288",110416.6117,37.42%
series1355,network21,Cable,4,W,8:30 PM,prime,30,"284,934",88187.08778,58.72%
series417,network32,Cable,6,S U,4:30 AM,overnight,30,"284,827",104434.3639,71.72%
series760,network12,Cable,1,U,8:00 PM,prime,180,"284,163",225363.5211,24.12%
series587,network32,Cable,2,U,2:00 PM,daytime,30,"284,002",99123,67.00%
series934,network22,Cable,1,F,8:00 PM,prime,153,"283,826",173272.685,22.74%
series218,network22,Cable,2,F U,11:00 PM,latefringe,120,"283,798",183585.0589,30.86%
series35,network17,Cable,4,S,10:30 AM,daytime,30,"283,310",83012,57.00%
series394,network28,Cable,4,T F,10:33 PM,prime,34,"282,777",98533.75889,59.29%
series805,network32,Cable,2,S,10:00 PM,prime,30,"282,484",97324.46056,65.92%
series930,network6,Cable,4,T,12:00 AM,latefringe,30,"282,357",91380.24861,63.28%
series167,network32,Cable,1,M,7:00 PM,primeaccess,105,"282,157",204613.7461,37.99%
series942,network26,Cable,4,R,8:15 PM,prime,15,"281,286",56272.33722,77.48%
series1361,network4,Broadcast,1,U,9:12 PM,prime,60,"280,843",144305.1053,47.71%
series1085,network8,Cable,4,S U,12:00 AM,latefringe,30,"280,699",61038.85528,42.88%
series639,network26,Cable,4,F U,4:00 PM,earlyfringe,30,"280,603",92103.03722,63.87%
series712,network44,Cable,10,M T W R F,7:00 PM,primeaccess,30,"280,416",83540.41695,57.74%
series268,network36,Cable,4,S,6:00 AM,earlymorning,90,"280,322",128472.9317,29.76%
series740,network21,Cable,1,U,10:12 PM,prime,150,"280,296",174005.1797,23.47%
series89,network27,Cable,2,T F,9:00 PM,prime,120,"280,204",158543.0961,27.31%
series1308,network28,Cable,10,M W R F U,2:00 AM,overnight,30,"280,085",104568.7069,73.46%
series681,network22,Cable,4,T,1:00 PM,daytime,60,"279,682",146216,50.00%
series716,network26,Cable,4,W S,4:45 PM,earlyfringe,15,"278,929",54903.61389,76.67%
series1125,network17,Cable,7,M F,1:30 AM,latefringe,30,"278,915",97960.6225,69.15%
series349,network17,Cable,4,S,12:30 PM,daytime,30,"278,523",85404,60.00%
series437,network17,Cable,4,S,6:00 PM,earlyfringe,60,"278,288",117086.1053,41.17%
series824,network11,Cable,1,W,7:30 PM,primeaccess,150,"278,238",150092.2192,20.09%
series1142,network1,Cable,3,M,10:00 PM,prime,60,"277,661",140501.3925,48.52%
series1059,network32,Cable,1,F,8:00 PM,prime,60,"276,751",148906.5358,50.04%
series587,network32,Cable,2,U,2:30 PM,daytime,30,"276,629",91440,64.00%
series1377,network32,Cable,1,S,9:30 PM,prime,30,"276,582",98456.34111,65.04%
series256,network26,Cable,4,U,3:00 PM,daytime,30,"276,389",92740,65.00%
series716,network26,Cable,4,W S,4:30 PM,earlyfringe,15,"276,314",54672.01361,77.12%
series221,network6,Cable,4,S,4:00 PM,earlyfringe,30,"275,972",88154.61306,62.48%
series278,network6,Cable,4,S,5:30 PM,earlyfringe,30,"275,824",86543.54472,61.44%
series1300,network21,Cable,1,U,8:00 PM,prime,120,"275,571",130002.9931,22.29%
series269,network36,Cable,4,U,8:00 AM,earlymorning,60,"275,567",100476.6625,35.61%
series1263,network36,Cable,4,S,6:00 PM,earlyfringe,60,"275,539",102205.8769,36.36%
series1080,network48,Cable,4,W S U,12:01 AM,latefringe,30,"275,296",79095.63917,55.96%
series882,network11,Cable,4,U,9:00 AM,daytime,30,"275,253",75778,54.00%
series1268,network11,Cable,4,U,9:30 AM,daytime,30,"274,910",78734,56.00%
series18,network11,Cable,3,F S,3:00 AM,overnight,120,"273,557",233075.3967,41.36%
series760,network12,Cable,2,W,7:00 PM,primeaccess,180,"273,534",126075.7972,14.71%
series1292,network13,Broadcast,1,R,11:35 PM,latefringe,12,"273,214",43253.87694,76.32%
series528,network5,Broadcast,1,W,10:30 PM,prime,30,"272,443",76937.90528,54.25%
series639,network26,Cable,4,U,3:30 PM,daytime,30,"272,344",90380,65.00%
series1062,network11,Cable,2,R F,7:30 PM,primeaccess,30,"271,223",77899.16278,55.81%
series1062,network11,Cable,1,S,12:53 AM,latefringe,127,"271,116",207671.5928,33.98%
series576,network60,Cable,10,R F U,7:00 PM,primeaccess,30,"270,371",57970.60917,42.53%
series329,network35,Cable,1,T,9:00 PM,prime,120,"270,337",211062.9486,35.50%
series1333,network9,Cable,3,T W,10:30 PM,prime,30,"270,315",71109.03806,51.28%
series1300,network26,Cable,1,U,5:30 PM,earlyfringe,150,"270,205",160308.8781,22.36%
series1358,network3,Cable,5,M W R,7:00 PM,primeaccess,60,"269,898",102550.2806,37.23%
series556,network8,Cable,4,W S U,7:00 PM,primeaccess,60,"269,489",101422.065,36.94%
series571,network2,Cable,7,M S,5:30 PM,earlyfringe,30,"269,180",85724.57639,62.62%
series605,network22,Cable,1,F,8:00 PM,prime,155,"269,176",155095.9986,21.27%
series1434,network26,Cable,3,F,7:00 PM,primeaccess,30,"269,164",87917.47778,62.60%
series134,network45,Cable,6,M F,7:30 PM,primeaccess,30,"268,840",66053.7975,48.28%
series1290,network26,Cable,4,S,10:00 PM,prime,30,"268,240",82635.125,60.13%
series447,network45,Cable,11,F S U,3:30 AM,overnight,30,"268,151",103899.8181,76.21%
series483,network26,Cable,4,S,7:30 AM,earlymorning,30,"267,646",85082.05167,61.98%
series163,network26,Cable,4,S,7:00 AM,earlymorning,30,"267,578",85075.43111,62.09%
series357,network6,Cable,4,U,10:00 AM,daytime,30,"267,467",78334,57.00%
series639,network26,Cable,3,M,7:30 PM,primeaccess,30,"266,386",86037.38083,62.24%
series311,network17,Cable,3,U,5:00 PM,earlyfringe,60,"265,486",122409.2747,45.08%
series1221,network21,Cable,4,T,10:30 PM,prime,30,"265,276",81010.99417,59.04%
series1107,network32,Cable,4,M T W R,7:00 AM,earlymorning,30,"265,117",80968.80306,59.73%
series1125,network17,Cable,4,U,2:00 PM,daytime,30,"265,117",76480,56.00%
series1292,network13,Broadcast,1,S,11:29 PM,latefringe,2,"264,863",8872.242222,97.21%
series763,network30,Cable,2,F,11:00 PM,latefringe,61,"264,703",99366.46333,36.01%
series1125,network17,Cable,4,U,2:30 PM,daytime,30,"264,383",78674,58.00%
series1080,network48,Cable,5,W S U,1:31 AM,latefringe,30,"264,012",93949.80195,69.42%
series657,network17,Cable,4,U,4:30 PM,earlyfringe,30,"263,998",78788.56667,58.70%
series44,network8,Cable,20,M T W R F,8:30 AM,earlymorning,30,"262,953",77451.64861,58.11%
series1012,network6,Cable,4,S,3:30 PM,daytime,30,"262,588",82596,62.00%
series249,network13,Broadcast,1,S,8:00 PM,prime,60,"262,531",121475.4353,44.43%
series1020,network6,Cable,4,M U,2:30 PM,daytime,30,"262,223",83592,62.00%
series256,network26,Cable,4,U,2:30 PM,daytime,30,"262,146",84332,63.00%
series897,network13,Broadcast,4,S,12:30 PM,daytime,30,"261,828",88706,67.00%
series962,network28,Cable,6,M S U,1:00 AM,latefringe,30,"261,515",95794.73611,71.47%
series741,network13,Broadcast,4,U,1:00 AM,latefringe,60,"260,885",157511.1103,59.31%
series1313,network27,Cable,1,U,7:00 PM,primeaccess,270,"260,661",171942.9808,13.74%
series1357,network23,Cable,2,M S,11:00 PM,latefringe,180,"260,417",195517.7556,23.89%
series1246,network38,Cable,4,U,11:30 PM,latefringe,60,"260,221",115060.4819,42.74%
series29,network17,Cable,4,S,10:00 AM,daytime,30,"259,789",73554,55.00%
series22,network12,Cable,2,T R,7:00 PM,primeaccess,120,"259,717",135988.9119,24.52%
series266,network36,Cable,4,U,6:00 AM,earlymorning,90,"259,548",124843.3839,31.25%
series884,network35,Cable,9,M T W R,2:00 AM,overnight,60,"258,960",148386.545,56.39%
series1131,network26,Cable,3,S,11:00 PM,latefringe,30,"258,935",80948.23361,60.53%
series1201,network4,Broadcast,1,M,1:07 AM,latefringe,60,"258,320",198816.9492,74.10%
series725,network16,Cable,8,W R U,7:00 PM,primeaccess,30,"258,261",58018.93833,44.43%
series1080,network48,Cable,4,W S U,12:31 AM,latefringe,30,"258,038",82177.92389,62.02%
series647,network8,Cable,4,M T,7:00 PM,primeaccess,60,"257,691",90499.03139,34.39%
series484,network32,Cable,2,S,11:00 PM,latefringe,30,"257,494",88642.92444,66.30%
series561,network6,Cable,2,U,8:00 PM,prime,60,"257,461",106173.2514,40.03%
series1091,network32,Cable,2,R U,3:00 PM,daytime,30,"257,450",82427,62.00%
series678,network22,Cable,4,M,4:00 PM,earlyfringe,60,"257,319",129556.3403,48.87%
series815,network12,Cable,1,S,3:00 PM,daytime,180,"257,310",284673,34.00%
series900,network13,Broadcast,1,U,1:00 PM,daytime,120,"257,169",134090,25.00%
series1203,network1,Cable,1,U,6:30 PM,earlyfringe,150,"255,126",147086.3806,21.88%
series1021,network17,Cable,4,U,11:30 AM,daytime,30,"254,928",76858,59.00%
series572,network6,Cable,4,S,1:30 AM,latefringe,30,"254,917",92053.47611,70.74%
series1120,network6,Cable,4,S,12:30 AM,latefringe,30,"254,424",88225.75556,67.95%
series1141,network18,Broadcast,2,U,7:00 PM,primeaccess,30,"253,920",70897.91056,54.46%
series540,network1,Cable,4,M T,11:00 PM,latefringe,60,"253,899",106068.2817,40.77%
series900,network4,Broadcast,1,S,1:00 PM,daytime,120,"253,676",130316,25.00%
series681,network22,Cable,4,T,12:00 PM,daytime,60,"253,293",130656,50.00%
series805,network32,Cable,2,S,10:30 PM,prime,30,"253,209",91205.12333,69.11%
series1430,network2,Cable,7,M S,7:30 PM,primeaccess,30,"252,884",69737.38472,54.44%
series484,network32,Cable,2,S,11:30 PM,latefringe,30,"251,623",90545.58667,69.26%
series1020,network6,Cable,4,R,12:30 AM,latefringe,30,"251,466",86851.03306,67.70%
series548,network11,Cable,1,W,10:00 PM,prime,120,"251,361",123564.5719,22.86%
series728,network21,Cable,9,F S U,4:00 AM,overnight,30,"250,873",76666.04806,60.38%
series810,network35,Cable,4,M W,12:00 AM,latefringe,60,"250,805",119346.04,46.53%
series573,network6,Cable,3,F,8:30 PM,prime,30,"250,433",72645.40611,56.79%
series134,network45,Cable,6,M F,7:00 PM,primeaccess,30,"250,320",57347.79611,45.12%
series573,network6,Cable,3,F,8:00 PM,prime,30,"250,035",68622.38472,53.84%
series891,network48,Cable,3,W S,11:00 PM,latefringe,30,"249,526",70128.45389,54.31%
series196,network1,Cable,3,W,10:00 PM,prime,60,"249,491",122904.9217,47.23%
series903,network33,Cable,8,S U,7:30 AM,earlymorning,30,"249,465",66737.93361,52.68%
series1035,network7,Cable,9,M W R,7:30 PM,primeaccess,29.11111111,"249,433",65233.82889,52.95%
series639,network26,Cable,3,F S,5:00 PM,earlyfringe,30,"249,415",81413.12972,63.40%
series23,network4,Broadcast,1,S,12:30 PM,daytime,150,"249,323",153877.5,24.00%
series126,network30,Cable,4,U,1:01 AM,latefringe,60,"248,901",154458.3136,60.42%
series825,network11,Cable,3,W F,7:30 PM,primeaccess,30,"248,629",61393.97111,48.24%
series520,network17,Cable,4,U,10:30 AM,daytime,30,"248,520",70138,55.00%
series291,network45,Cable,4,U,7:30 PM,primeaccess,30,"248,447",64946.19222,51.19%
series270,network26,Cable,4,U,2:00 PM,daytime,30,"248,402",80934,64.00%
series627,network3,Cable,5,M R,7:30 PM,primeaccess,30,"247,948",63728.82139,50.64%
series290,network17,Cable,4,U,11:00 AM,daytime,30,"247,811",72466,57.00%
series815,network11,Cable,1,S,3:00 PM,daytime,180,"247,778",216618,27.00%
series1171,network48,Cable,4,T,11:00 PM,latefringe,61,"247,768",109942.2725,42.15%
series1312,network26,Cable,4,U,11:45 PM,latefringe,15,"247,242",50751.03083,80.40%
series678,network22,Cable,4,M,3:00 PM,daytime,60,"246,926",128484,50.00%
series1062,network11,Cable,1,S,3:36 PM,daytime,24,"245,773",46319.2,44.00%
series483,network26,Cable,3,F,8:00 PM,prime,30,"245,666",83728.75972,65.27%
series98,network30,Cable,3,W,12:01 AM,latefringe,60,"245,314",121404.0461,48.24%
series1257,network27,Cable,4,M,7:00 PM,primeaccess,60,"245,145",93603.53667,36.91%
series311,network17,Cable,3,S,4:00 PM,earlyfringe,60,"243,635",107749.8506,43.19%
series185,network26,Cable,4,S,12:00 AM,latefringe,30,"243,515",86314.65111,68.94%
series930,network6,Cable,4,T,12:30 AM,latefringe,30,"242,223",84356.7175,68.18%
series837,network22,Cable,2,S U,1:00 PM,daytime,60,"242,175",127594,50.00%
series601,network13,Broadcast,4,S,2:00 AM,overnight,30,"241,075",99307.55333,80.97%
series348,network41,Broadcast,4,F,7:00 AM,earlymorning,240,"240,735",185496.0725,17.27%
series312,network6,Cable,8,S U,7:30 AM,earlymorning,30,"240,473",64011.59667,52.26%
series635,network30,Cable,1,W,9:00 PM,prime,120,"240,153",129038.2986,25.62%
series291,network45,Cable,4,U,7:00 PM,primeaccess,30,"240,036",58188.56528,47.54%
series224,network6,Cable,3,S,8:00 PM,prime,30,"239,585",69509.07028,56.78%
series140,network32,Cable,1,U,2:00 PM,daytime,90,"238,807",171358.5,45.00%
series1062,network11,Cable,1,U,11:52 PM,latefringe,68,"238,677",99677.33472,34.74%
series580,network35,Cable,3,U,12:00 AM,latefringe,60,"238,116",107779.5711,43.95%
series874,network30,Cable,4,T,1:01 AM,latefringe,60,"237,977",135275.7144,55.63%
series1,network1,Cable,1,U,11:00 AM,daytime,150,"237,471",127052.5,21.00%
series1440,network59,Cable,8,S U,7:30 PM,primeaccess,30,"237,413",70764.15389,58.04%
series860,network30,Cable,2,W F,11:00 PM,latefringe,61,"237,136",100438.9447,40.44%
series1073,network26,Cable,2,F U,8:00 PM,prime,60,"237,044",125655.6631,50.45%
