series,network,Type,# Eps,Air Day,National Time,daypart,Run_time (min),Unique HHs,Total Hrs Viewed,Avg % Viewed
series223,network46,Cable,3,U,8:00 AM,earlymorning,30,"53,068",13653.71,50.56%
series122,network35,Cable,1,U,4:00 PM,earlyfringe,30,"53,033",14348.52194,53.35%
series1273,network33,Cable,1,F,4:30 PM,earlyfringe,30,"52,971",14443.71222,53.26%
series566,network22,Cable,1,W,8:00 AM,earlymorning,120,"52,936",31532.48833,28.81%
series1105,network21,Cable,1,R,3:00 AM,overnight,120,"52,770",29787.20944,27.66%
series1049,network9,Cable,1,U,11:45 PM,latefringe,30,"52,762",12828.01389,47.79%
series1118,network28,Cable,1,U,1:40 PM,daytime,34,"52,653",18485.8,60.00%
series1078,network9,Cable,1,S,8:30 AM,earlymorning,120,"52,635",22127.84306,20.61%
series918,network35,Cable,1,U,1:00 AM,latefringe,60,"52,549",26312.62222,49.02%
series412,network15,Cable,1,U,4:00 PM,earlyfringe,60,"52,528",24382.71,45.22%
series1118,network28,Cable,1,U,2:14 PM,daytime,35,"52,512",18949.58333,60.00%
series442,network24,Cable,1,U,8:00 AM,earlymorning,120,"52,492",32556.31667,29.61%
series142,network46,Cable,1,S,7:00 PM,primeaccess,60,"52,471",18178.10361,33.81%
series1096,network30,Cable,1,U,2:01 AM,overnight,60,"52,426",31865.51194,59.48%
series788,network33,Cable,2,T,4:58 PM,earlyfringe,2,"52,381",1702.666944,96.15%
series313,network21,Cable,1,U,2:00 AM,overnight,120,"52,342",38226.97806,35.83%
series1308,network28,Cable,2,T F,2:28 AM,overnight,32,"52,222",21090.375,74.48%
series1047,network24,Cable,1,S,8:00 AM,earlymorning,120,"52,203",30560.3525,27.96%
series874,network30,Cable,1,F,2:01 AM,overnight,60,"52,115",29782.3425,56.31%
series1370,network8,Cable,1,S,4:00 PM,earlyfringe,60,"52,107",24386.11361,45.62%
series165,network16,Cable,2,R U,7:30 PM,primeaccess,30,"52,093",12633.41889,47.81%
series34,network8,Cable,1,S,6:00 PM,earlyfringe,60,"52,090",26138.91722,48.81%
series1018,network21,Cable,1,U,5:00 PM,earlyfringe,30,"52,090",14192.41639,53.60%
series190,network21,Cable,1,R,3:00 AM,overnight,120,"52,019",31126.04583,29.30%
series937,network51,Cable,2,T U,7:00 PM,primeaccess,60,"51,973",19988.82722,37.58%
series921,network8,Cable,1,R,7:00 PM,primeaccess,60,"51,906",20355.18694,38.47%
series1353,network42,Cable,1,F,4:00 PM,earlyfringe,30,"51,833",14959.45472,56.73%
series573,network6,Cable,1,F,6:00 PM,earlyfringe,30,"51,806",14248.93,54.23%
series205,network27,Cable,1,S,7:30 AM,earlymorning,120,"51,793",24821.45722,23.18%
series962,network28,Cable,1,T,11:07 PM,latefringe,34,"51,702",16125.295,53.52%
series733,network23,Cable,1,T,2:00 AM,overnight,180,"51,633",49432.25528,31.15%
series1322,network26,Cable,1,U,6:30 AM,earlymorning,30,"51,494",14309.85389,54.58%
series166,network3,Cable,2,T W,2:00 AM,overnight,60,"51,487",28775.55695,54.92%
series565,network20,Cable,2,M S,8:00 AM,earlymorning,60,"51,450",18395.62611,35.11%
series962,network28,Cable,1,T,11:07 PM,latefringe,36,"51,417",16433.04944,51.86%
series839,network46,Cable,1,S,1:30 PM,daytime,30,"51,377",16687,63.00%
series778,network30,Cable,2,T,3:01 AM,overnight,30,"51,343",18675.78333,71.86%
series1118,network28,Cable,1,U,2:49 PM,daytime,33,"51,327",17701.75,61.00%
series563,network28,Cable,1,W,11:00 PM,latefringe,30,"51,282",14057.54389,53.47%
series245,network22,Cable,1,F,8:00 AM,earlymorning,120,"51,257",33181.54444,31.16%
series99,network30,Cable,1,T,8:00 AM,earlymorning,60,"51,211",21696.3275,41.65%
series1252,network23,Cable,1,S,9:00 AM,daytime,30,"51,210",16557.5,63.00%
series824,network11,Cable,1,U,3:30 AM,overnight,120,"51,137",38915.01306,37.29%
series634,network7,Cable,1,M,7:30 PM,primeaccess,60,"51,130",15578.50139,29.82%
series1267,network10,Cable,1,U,11:34 PM,latefringe,26,"51,093",12027.75583,53.47%
series572,network6,Cable,1,M,2:00 PM,daytime,30,"50,932",16124,62.00%
series204,network22,Cable,1,M,2:08 AM,overnight,112,"50,890",40173.86806,41.11%
series1372,network17,Cable,1,F,2:00 AM,overnight,60,"50,877",29916.3475,57.68%
series670,network17,Cable,1,U,1:00 AM,latefringe,60,"50,853",28855.29611,55.17%
series1049,network9,Cable,1,W,12:01 AM,latefringe,30,"50,833",14955.32972,57.82%
series1118,network28,Cable,1,U,3:22 PM,daytime,34,"50,814",18821.83333,64.00%
series611,network48,Cable,1,U,8:00 AM,earlymorning,120,"50,780",22083.57889,21.28%
series1333,network9,Cable,1,W,6:30 PM,earlyfringe,30,"50,765",14104.39694,54.72%
series137,network26,Cable,1,S,11:30 AM,daytime,30,"50,729",17170,66.00%
series862,network30,Cable,1,M,8:00 AM,earlymorning,120,"50,708",24729.18556,23.91%
series572,network6,Cable,1,M,2:30 PM,daytime,30,"50,638",16798,65.00%
series721,network20,Cable,3,S,8:00 AM,earlymorning,30,"50,615",16755.1075,64.71%
series1394,network16,Cable,1,S,7:00 PM,primeaccess,60,"50,539",14671.53083,28.70%
series894,network30,Cable,1,R,10:30 AM,daytime,30,"50,415",16015,62.00%
series67,network10,Cable,2,F S,2:00 AM,overnight,30,"50,387",15584.56,61.20%
series1333,network9,Cable,1,W,6:00 PM,earlyfringe,30,"50,236",13445.605,52.61%
series1379,network9,Cable,1,U,8:30 AM,earlymorning,120,"50,208",20955.38944,20.44%
series1370,network8,Cable,1,S,6:00 PM,earlyfringe,60,"49,958",23739.24861,46.30%
series261,network30,Cable,1,R,8:00 AM,earlymorning,120,"49,889",24327.90361,23.90%
series86,network25,Cable,1,F,7:00 PM,primeaccess,60,"49,774",18503.16722,36.65%
series526,network34,Cable,1,U,1:00 AM,latefringe,60,"49,766",25601.45806,50.20%
series823,network19,Cable,1,U,7:30 AM,earlymorning,150,"49,743",27747.70972,21.36%
series811,network21,Cable,1,U,2:20 AM,overnight,120,"49,590",34446.70694,34.07%
series25,network16,Cable,1,S,7:00 PM,primeaccess,60,"49,496",14605.24861,29.10%
series876,network45,Cable,1,U,4:30 PM,earlyfringe,30,"49,438",13607.75167,53.53%
series541,network48,Cable,2,M,2:01 AM,overnight,60,"49,419",27656.64111,54.99%
series312,network6,Cable,1,M,5:30 PM,earlyfringe,30,"49,344",15716.32611,62.50%
series245,network22,Cable,1,M,2:05 AM,overnight,115,"49,256",43384.19972,45.04%
series763,network30,Cable,1,T,8:00 AM,earlymorning,60,"49,250",21771.62944,43.37%
series467,network38,Cable,1,F,2:00 AM,overnight,120,"49,232",38976.83806,37.85%
series337,network30,Cable,1,M,8:00 AM,earlymorning,120,"49,159",28106.52944,28.04%
series866,network1,Cable,1,W,5:01 AM,overnight,59,"49,088",29933.48944,60.33%
series1176,network22,Cable,1,T,2:00 AM,overnight,120,"49,007",42420.24139,42.30%
series559,network10,Cable,1,U,12:30 AM,latefringe,30,"49,001",14617.15528,58.59%
series1363,network30,Cable,1,R,8:00 AM,earlymorning,120,"48,972",26665.58333,26.66%
series1396,network7,Cable,2,F,7:30 PM,primeaccess,30,"48,951",12264.01778,49.54%
series577,network30,Cable,1,S,8:00 AM,earlymorning,60,"48,940",18897.89889,37.93%
series579,network34,Cable,1,S,2:00 AM,overnight,60,"48,888",28552.47056,57.15%
series887,network33,Cable,1,F,6:00 PM,earlyfringe,30,"48,802",14013.27167,56.14%
series197,network11,Cable,1,S,7:00 PM,primeaccess,60,"48,724",16096.27222,32.57%
series408,network8,Cable,2,M,2:00 AM,overnight,60,"48,685",28623.61528,58.01%
series393,network32,Cable,1,M,2:00 AM,overnight,30,"48,634",18387.53972,74.20%
series560,network6,Cable,1,W,1:30 AM,latefringe,60,"48,544",29058.57167,58.72%
series602,network6,Cable,1,M,6:00 PM,earlyfringe,30,"48,528",13900.96278,56.33%
series1273,network33,Cable,3,T W F,6:30 AM,earlymorning,30,"48,455",12181.64806,49.47%
series437,network17,Cable,1,S,1:00 AM,latefringe,60,"48,329",25757.14806,51.95%
series143,network12,Cable,1,R,7:30 PM,primeaccess,60,"48,260",12319.92556,24.89%
series86,network30,Cable,1,F,8:00 AM,earlymorning,60,"48,172",20479.31167,41.65%
series981,network64,Cable,1,S,7:00 PM,primeaccess,90,"48,168",17221.405,23.43%
series1045,network35,Cable,1,S,1:00 AM,latefringe,30,"48,142",15261.53889,62.13%
series572,network6,Cable,1,M,1:30 PM,daytime,30,"48,106",15577.5,63.00%
series977,network28,Cable,1,R,7:55 PM,primeaccess,32,"47,942",13477.62639,51.31%
series1308,network28,Cable,1,R,12:00 AM,latefringe,30,"47,910",16118.21,65.79%
series1403,network20,Cable,2,S U,3:00 AM,overnight,60,"47,887",28122.20194,57.44%
series1020,network6,Cable,1,M,6:30 PM,earlyfringe,30,"47,840",13303.81167,54.71%
series730,network22,Cable,1,W,2:00 AM,overnight,120,"47,822",43488.97361,44.44%
series75,network22,Cable,1,M,2:05 AM,overnight,115,"47,793",35057.48806,37.50%
series3,network2,Cable,1,U,5:30 PM,earlyfringe,30,"47,789",13793.88083,56.86%
series134,network45,Cable,1,U,6:30 PM,earlyfringe,30,"47,744",12721.44861,52.35%
series399,network8,Cable,1,W,7:00 PM,primeaccess,30,"47,649",13736.20306,56.42%
series727,network3,Cable,2,S U,2:30 AM,overnight,30,"47,616",14251.95306,59.27%
series48,network24,Cable,1,R,6:00 AM,earlymorning,240,"47,605",37557.61083,18.59%
series656,network33,Cable,1,F,11:30 AM,daytime,30,"47,596",15626.5,64.00%
series962,network28,Cable,1,T,11:08 PM,latefringe,34,"47,530",15504.24611,56.15%
series750,network55,Broadcast,1,U,7:00 PM,primeaccess,120,"47,509",48405.39083,44.00%
series460,network34,Cable,1,U,6:30 AM,earlymorning,30,"47,488",14091.80972,57.46%
series876,network45,Cable,1,U,4:00 PM,earlyfringe,30,"47,431",13419.12639,54.96%
series200,network1,Cable,1,S,2:15 AM,overnight,105,"47,407",30664.2175,36.17%
series312,network6,Cable,1,M,4:00 PM,earlyfringe,30,"47,387",15336.41306,63.45%
series126,network30,Cable,1,U,8:00 AM,earlymorning,60,"47,277",17193.00639,35.75%
series1176,network22,Cable,1,W,8:00 AM,earlymorning,120,"47,276",25632.94,26.38%
series1118,network28,Cable,1,R,4:33 PM,earlyfringe,33,"47,247",17167.48639,64.40%
series961,network35,Cable,1,S,7:00 PM,primeaccess,60,"47,227",16851.12361,35.27%
series799,network27,Cable,1,S,7:00 AM,earlymorning,150,"47,181",21752.84667,18.03%
series1187,network30,Cable,1,T,8:00 AM,earlymorning,60,"47,044",21102.70389,44.12%
series651,network10,Cable,1,S,7:00 PM,primeaccess,30,"46,928",10603.34167,44.64%
series626,network22,Cable,2,W F,6:00 AM,earlymorning,60,"46,884",22286.85444,46.49%
series262,network30,Cable,1,S,8:00 AM,earlymorning,60,"46,606",17646.49,37.16%
series561,network6,Cable,2,U,3:30 AM,overnight,30,"46,589",19193.14472,81.36%
series273,network11,Cable,1,R,7:30 PM,primeaccess,30,"46,532",11854.21722,50.24%
series591,network35,Cable,1,T,2:00 AM,overnight,60,"46,472",27803.11611,58.75%
series1217,network28,Cable,2,R U,3:30 AM,overnight,30,"46,427",18396.4125,78.00%
series137,network26,Cable,1,S,12:00 PM,daytime,30,"46,225",15681.5,66.00%
series1344,network46,Cable,2,U,8:30 AM,earlymorning,30,"46,218",12777.31139,54.22%
series563,network28,Cable,1,W,11:30 PM,latefringe,30,"46,185",14431.71056,60.96%
series312,network6,Cable,1,M,5:00 PM,earlyfringe,30,"46,138",14334.48583,61.00%
series765,network2,Cable,1,U,5:00 PM,earlyfringe,30,"45,984",14647.00139,62.60%
series559,network10,Cable,1,S,5:00 PM,earlyfringe,30,"45,963",12286.01472,52.62%
series1045,network35,Cable,1,W,7:00 PM,primeaccess,30,"45,870",10242.25333,44.08%
series312,network6,Cable,1,M,4:30 PM,earlyfringe,30,"45,806",14731.65167,63.11%
series149,network19,Cable,1,S,8:30 AM,earlymorning,120,"45,744",19969.83861,21.07%
series1254,network26,Cable,1,R,3:00 AM,overnight,135,"45,720",31995.02333,30.60%
series71,network28,Cable,1,R,6:12 PM,earlyfringe,36,"45,629",15520.42972,54.97%
series51,network15,Cable,1,S,3:00 AM,overnight,120,"45,590",34625.75361,36.92%
series592,network31,Cable,1,U,7:00 PM,primeaccess,60,"45,577",12352.04139,26.81%
series944,network22,Cable,1,R,8:00 AM,earlymorning,120,"45,499",25650.38083,27.39%
series306,network22,Cable,1,M,1:08 AM,latefringe,60,"45,411",29019.245,62.61%
series701,network24,Cable,1,F,2:00 AM,overnight,120,"45,283",32090.03639,34.40%
series704,network24,Cable,1,S,2:00 AM,overnight,110,"45,267",36728.64639,42.60%
series1196,network23,Cable,1,U,12:00 AM,latefringe,60,"45,267",27092.315,57.60%
series778,network30,Cable,2,T,3:31 AM,overnight,31,"45,109",17469.50778,74.05%
series71,network28,Cable,1,R,6:48 PM,earlyfringe,34,"45,093",14398.7675,54.77%
series841,network21,Cable,1,M,3:00 AM,overnight,120,"45,072",27897.45194,30.36%
series37,network10,Cable,1,F,8:00 AM,earlymorning,120,"45,049",16501.28722,18.04%
series71,network28,Cable,1,R,7:24 PM,primeaccess,36,"45,040",14240.91278,51.37%
series530,network22,Cable,1,M,2:08 AM,overnight,112,"45,035",35190.66444,41.05%
series1217,network28,Cable,1,F,12:00 AM,latefringe,30,"45,022",15287.49639,66.34%
series105,network15,Cable,1,S,3:00 AM,overnight,120,"45,014",37859.57472,40.78%
series932,network24,Cable,1,S,2:00 AM,overnight,110,"45,010",37115.89583,43.33%
series1063,network33,Cable,2,F S,7:58 PM,primeaccess,2,"44,959",1463.478889,96.27%
series1069,network15,Cable,1,M,7:00 PM,primeaccess,60,"44,864",17806.18278,38.83%
series339,network23,Cable,1,S,2:00 AM,overnight,150,"44,852",33400.81667,29.13%
series559,network10,Cable,1,S,5:30 PM,earlyfringe,30,"44,845",12993.72028,57.06%
series1196,network23,Cable,2,R U,2:00 AM,overnight,61,"44,791",28766.37222,61.76%
series876,network45,Cable,2,W,3:30 AM,overnight,30,"44,682",15311.42556,66.81%
series655,network10,Cable,1,S,7:00 PM,primeaccess,30,"44,617",10627.00833,47.04%
series602,network6,Cable,1,M,5:30 PM,earlyfringe,30,"44,613",14118.91861,62.16%
series1086,network47,Cable,1,S,7:00 PM,primeaccess,120,"44,594",20292.98028,22.40%
series924,network40,Cable,1,M,7:00 PM,primeaccess,60,"44,572",13944.25361,30.90%
series12,network9,Cable,1,W,2:34 AM,overnight,120,"44,415",28401.11611,31.50%
series988,network8,Cable,1,F,6:30 PM,earlyfringe,30,"44,404",13832.38083,61.15%
series1135,network8,Cable,2,M U,2:00 AM,overnight,30,"44,301",16148.49083,72.09%
series186,network30,Cable,1,U,8:00 AM,earlymorning,60,"44,215",15114.65528,33.70%
series393,network32,Cable,1,M,2:30 AM,overnight,30,"43,995",17257.98083,77.07%
series563,network28,Cable,1,W,12:00 AM,latefringe,30,"43,766",14237.54806,63.60%
series962,network28,Cable,1,T,11:32 PM,latefringe,32,"43,736",14678.17139,61.44%
series120,network3,Cable,1,S,4:30 PM,earlyfringe,30,"43,661",12340.97333,55.62%
series1339,network21,Cable,1,R,3:00 AM,overnight,120,"43,621",26430.60444,29.75%
series372,network35,Cable,1,U,2:00 AM,overnight,60,"43,518",25164.67139,56.68%
series323,network22,Cable,1,W,7:00 AM,earlymorning,120,"43,331",20929.28944,23.58%
series359,network48,Cable,1,S,7:30 PM,primeaccess,30,"43,299",12967.72639,58.80%
series1083,network34,Cable,1,S,2:00 AM,overnight,60,"43,292",25119.66361,56.74%
series1173,network62,Cable,1,S,7:00 PM,primeaccess,60,43210,19415.6625,42.51%
series988,network8,Cable,1,F,6:00 PM,earlyfringe,30,"43,194",13115.43028,59.60%
series359,network48,Cable,1,S,6:00 PM,earlyfringe,30,"43,151",11816.81417,53.88%
series1296,network42,Cable,1,M,8:00 AM,earlymorning,120,"42,949",25069.72194,28.68%
series572,network6,Cable,1,F,3:00 AM,overnight,30,"42,942",16161.61417,74.04%
series801,network7,Cable,2,T U,2:30 AM,overnight,30,"42,815",16488.16528,76.03%
series713,network46,Cable,2,S,7:30 PM,primeaccess,30,"42,598",11260.94389,51.90%
series1430,network2,Cable,2,F U,8:30 AM,earlymorning,30,"42,596",11086.60195,51.19%
series338,network42,Cable,1,U,7:00 AM,earlymorning,120,42480,17248.84861,19.89%
series74,network24,Cable,1,S,3:50 AM,overnight,130,"42,403",33500.96667,35.45%
series764,network42,Cable,1,M,8:00 AM,earlymorning,150,"42,353",28462.79583,26.30%
series937,network7,Cable,1,S,7:00 PM,primeaccess,60,"42,101",17922.72167,41.64%
series13,network8,Cable,2,T R,7:00 AM,earlymorning,60,"42,098",17260.06778,40.21%
series1050,network9,Cable,1,F,2:45 AM,overnight,105,"42,066",27884.25417,37.09%
series180,network48,Cable,1,S,4:00 PM,earlyfringe,30,"41,975",12659.41639,59.25%
series602,network6,Cable,1,M,5:00 PM,earlyfringe,30,"41,968",12735.69944,59.62%
series1209,network42,Cable,1,W,8:00 AM,earlymorning,120,"41,945",22382.19278,25.95%
series661,network19,Cable,1,S,8:30 AM,earlymorning,120,"41,856",19783.37222,22.77%
series962,network28,Cable,1,T,11:41 PM,latefringe,34,"41,696",14709.555,60.77%
series342,network35,Cable,1,S,2:00 AM,overnight,60,"41,611",24014.02611,56.31%
series886,network4,Broadcast,2,R F,2:22 AM,overnight,30,"41,609",18705.34445,88.30%
series1217,network28,Cable,2,R U,4:00 AM,overnight,30,"41,599",14828.375,70.21%
series1046,network9,Cable,1,S,8:30 AM,earlymorning,120,"41,456",15150.13667,17.98%
series326,network8,Cable,1,F,7:30 PM,primeaccess,30,"41,452",11156.07722,52.99%
series182,network42,Cable,1,R,8:00 AM,earlymorning,120,"41,423",23473.91278,27.78%
series326,network8,Cable,1,F,7:00 PM,primeaccess,30,"41,419",11098.30306,52.72%
series13,network8,Cable,1,T,7:00 PM,primeaccess,30,"41,392",10380.16083,49.41%
series108,network30,Cable,2,M,6:00 AM,earlymorning,60,"41,379",17819.06389,42.62%
series1031,network24,Cable,1,U,6:00 AM,earlymorning,120,"41,322",27337.4525,32.06%
series962,network28,Cable,1,T,11:43 PM,latefringe,34,"41,230",14406.60917,60.13%
series479,network35,Cable,1,W,2:00 AM,overnight,60,"41,207",22380.99361,53.54%
series38,network10,Cable,1,R,8:00 AM,earlymorning,120,"41,179",16694.61861,19.96%
series496,network9,Cable,1,S,2:30 AM,overnight,60,"41,120",21599.83306,51.46%
series1175,network42,Cable,1,F,8:00 AM,earlymorning,180,"41,077",24574.155,19.33%
series486,network34,Cable,1,U,5:00 AM,overnight,60,"41,067",16767.65944,39.70%
series1045,network35,Cable,1,S,1:30 AM,latefringe,30,"41,044",13945.15861,66.68%
series602,network6,Cable,1,M,4:00 PM,earlyfringe,30,"41,026",13041.07306,62.47%
series180,network48,Cable,1,S,4:30 PM,earlyfringe,30,"40,952",12407.72361,59.47%
series667,network6,Cable,3,F,6:30 AM,earlymorning,30,"40,938",11723.05528,56.69%
series1020,network6,Cable,1,M,5:30 PM,earlyfringe,30,"40,911",12169.62417,58.51%
series1286,network30,Cable,1,U,8:00 AM,earlymorning,60,"40,798",14673.40361,35.46%
series962,network28,Cable,1,F,12:16 AM,latefringe,36,"40,782",16771.60389,66.76%
series359,network48,Cable,1,S,6:30 PM,earlyfringe,30,"40,690",12339.64361,59.67%
series1063,network33,Cable,1,R,7:13 PM,primeaccess,2,"40,601",1342.123611,97.67%
series132,network3,Cable,1,F,2:00 AM,overnight,120,"40,592",26774.60083,32.37%
series806,network19,Cable,1,W,7:00 PM,primeaccess,60,"40,553",14088.225,33.88%
series1373,network4,Broadcast,1,R,2:52 AM,overnight,98,"40,546",21952.62472,32.00%
series1164,network42,Cable,1,F,8:00 AM,earlymorning,120,"40,492",19435.865,23.45%
series106,network27,Cable,1,U,7:00 AM,earlymorning,120,"40,480",19365.14361,23.26%
series962,network28,Cable,1,T,11:42 PM,latefringe,35,"40,447",14987.98083,61.94%
series1217,network28,Cable,1,F,12:30 AM,latefringe,30,"40,422",14511.97528,70.16%
series438,network16,Cable,1,R,7:00 PM,primeaccess,60,"40,388",11775.00972,28.73%
series359,network48,Cable,1,S,7:00 PM,primeaccess,30,"40,361",12233.57056,59.54%
series14,network10,Cable,1,R,8:00 AM,earlymorning,120,"40,307",16621.63944,20.27%
series329,network35,Cable,1,S,2:00 AM,overnight,60,"40,171",21847.82417,53.19%
series783,network7,Cable,2,W R,8:00 AM,earlymorning,60,"40,168",15886.21028,39.04%
series977,network28,Cable,1,R,7:22 PM,primeaccess,33,"40,156",12146.9175,53.60%
series602,network6,Cable,1,M,4:30 PM,earlyfringe,30,"40,054",12499.2525,61.38%
series13,network8,Cable,1,T,7:30 PM,primeaccess,30,"40,007",10570.23528,52.05%
series1281,network23,Cable,2,U,6:30 AM,earlymorning,30,"39,999",12663.54722,62.51%
series871,network20,Cable,2,U,6:00 AM,earlymorning,60,"39,971",22167.74445,54.10%
series1430,network2,Cable,1,S,4:00 PM,earlyfringe,30,"39,813",12132.05306,60.06%
series1020,network6,Cable,1,M,4:00 PM,earlyfringe,30,"39,723",12417.97944,61.40%
series776,network16,Cable,1,S,7:00 PM,primeaccess,60,"39,703",13793.5125,34.09%
series718,network7,Cable,2,S U,8:00 AM,earlymorning,60,"39,694",15136.89306,37.55%
series939,network7,Cable,1,R,12:30 AM,latefringe,30,"39,661",13543.63444,67.20%
series409,network24,Cable,1,F,8:00 AM,earlymorning,120,"39,627",22452.34056,27.17%
series617,network31,Cable,1,U,7:00 PM,primeaccess,60,"39,543",12536.16167,31.30%
series420,network10,Cable,2,U,2:30 AM,overnight,30,"39,488",13767.53667,69.10%
series560,network6,Cable,1,W,1:30 AM,latefringe,30,"39,420",14246.98389,71.20%
series1340,network16,Cable,1,U,7:30 PM,primeaccess,30,"39,388",9124.137222,45.74%
series1258,network42,Cable,1,S,7:00 AM,earlymorning,150,"39,292",21089.53222,20.79%
series1217,network28,Cable,1,S,8:30 AM,earlymorning,60,"39,280",18265.45361,45.02%
series1316,network24,Cable,1,U,2:00 AM,overnight,110,"39,026",32301.83444,43.63%
series1302,network3,Cable,1,F,2:00 AM,overnight,60,"38,987",17133.97028,43.25%
series178,network23,Cable,1,M,2:00 AM,overnight,120,"38,958",32354.76889,40.55%
series609,network40,Cable,1,F,7:00 PM,primeaccess,60,"38,918",13252.37528,33.49%
series461,network34,Cable,1,S,3:00 AM,overnight,60,"38,903",22698.16194,57.18%
series1366,network8,Cable,2,R,2:00 AM,overnight,30,"38,883",13719.39111,69.60%
series743,network30,Cable,1,F,8:00 AM,earlymorning,60,"38,712",15379.62972,39.12%
series600,network40,Cable,1,W,7:00 PM,primeaccess,60,"38,695",11277.41111,28.75%
series1014,network30,Cable,1,W,3:01 AM,overnight,61,"38,656",25039.02806,62.57%
series1409,network35,Cable,1,U,2:00 AM,overnight,60,"38,520",21565.21583,55.01%
series563,network28,Cable,1,W,12:30 AM,latefringe,30,"38,452",13511.38389,68.72%
series1430,network2,Cable,1,S,4:30 PM,earlyfringe,30,"38,432",11949.19611,61.27%
series603,network6,Cable,1,W,2:00 AM,overnight,60,"38,406",24158.54556,61.82%
series1433,network21,Cable,1,S,8:30 AM,earlymorning,30,"38,336",11204.78667,57.29%
series175,network45,Cable,1,T,2:00 AM,overnight,60,"38,314",20456.06861,51.98%
series1084,network34,Cable,1,U,3:00 AM,overnight,60,"38,247",21277.80278,54.54%
series786,network36,Cable,1,U,2:00 AM,overnight,60,"38,054",19210.18778,49.68%
series677,network1,Cable,1,U,5:04 AM,overnight,56,"37,975",19373.37194,53.39%
series1374,network15,Cable,1,R,8:30 AM,earlymorning,150,"37,951",22563.60583,23.14%
series1135,network8,Cable,2,M U,2:30 AM,overnight,30,"37,947",14850.09445,77.49%
series1420,network9,Cable,2,W,2:30 AM,overnight,30,"37,874",14822.025,77.40%
series1391,network8,Cable,1,W,7:00 PM,primeaccess,30,"37,682",9989.124722,52.21%
series634,network51,Cable,1,S,7:00 PM,primeaccess,60,"37,561",15059.715,39.18%
series962,network28,Cable,1,T,12:04 AM,latefringe,32,"37,553",13924.38194,67.88%
series1156,network10,Cable,1,R,8:00 AM,earlymorning,120,"37,518",17397.47639,22.69%
series49,network24,Cable,1,S,6:00 AM,earlymorning,120,"37,466",23079.73528,29.82%
series320,network20,Cable,2,M F,7:00 AM,earlymorning,60,"37,419",19505.23361,50.71%
series62,network28,Cable,1,M,8:30 AM,earlymorning,120,"37,396",18538.63528,24.31%
series287,network21,Cable,2,S,8:30 AM,earlymorning,5,"37,353",2784.373055,88.44%
series572,network6,Cable,1,F,3:30 AM,overnight,30,"37,301",15132.33778,79.93%
series538,network33,Cable,1,T,6:40 PM,earlyfringe,5,"37,090",2878.359444,91.27%
series68,network31,Cable,1,U,7:00 PM,primeaccess,60,"37,080",11784.11889,31.45%
series1376,network40,Cable,1,W,7:00 PM,primeaccess,60,"36,992",11560.42278,30.84%
series119,network9,Cable,1,S,3:30 AM,overnight,90,"36,923",25548.01306,45.46%
series498,network34,Cable,1,S,5:00 AM,overnight,60,"36,905",17197.06833,45.48%
series678,network22,Cable,1,F,7:30 AM,earlymorning,60,"36,864",18692.52583,48.93%
series318,network24,Cable,1,S,6:00 AM,earlymorning,120,"36,800",23121.40111,30.39%
series711,network19,Cable,1,F,8:45 AM,earlymorning,135,"36,699",19639.01833,22.78%
series563,network28,Cable,1,W,1:00 AM,latefringe,34,"36,692",14384.4125,67.71%
series992,network20,Cable,2,W R,6:00 AM,earlymorning,60,"36,688",20210.57111,53.72%
series777,network24,Cable,1,S,6:00 AM,earlymorning,120,"36,683",21895.24722,28.97%
series913,network24,Cable,1,W,8:00 AM,earlymorning,120,"36,658",19347.82917,25.49%
series1169,network20,Cable,2,T R,6:00 AM,earlymorning,60,"36,593",19615.825,52.43%
series614,network42,Cable,1,R,8:00 AM,earlymorning,150,"36,585",22820.07222,24.49%
series1391,network8,Cable,1,W,7:30 PM,primeaccess,30,"36,580",10673.27889,57.41%
series134,network1,Cable,1,U,4:27 AM,overnight,33,"36,476",14459.90361,71.19%
series638,network42,Cable,1,W,8:00 AM,earlymorning,120,"36,281",17286.31167,23.25%
series1214,network38,Cable,1,F,7:00 PM,primeaccess,60,"36,254",14000.01722,37.82%
series803,network24,Cable,1,U,2:00 AM,overnight,110,"36,249",28964.20417,42.28%
series531,network35,Cable,1,W,2:00 AM,overnight,60,"36,223",21537.18722,58.66%
series151,network22,Cable,2,R F,6:00 AM,earlymorning,30,"36,179",11040.74972,60.06%
series1194,network34,Cable,1,U,6:00 AM,earlymorning,30,"36,137",10927.6375,58.79%
series100,network30,Cable,1,W,8:00 AM,earlymorning,60,"35,974",15206.44306,41.62%
series1367,network24,Cable,1,R,8:00 AM,earlymorning,120,"35,888",23147.62944,30.75%
series1217,network28,Cable,2,R U,4:30 AM,overnight,30,"35,868",13843.45083,76.06%
series1035,network7,Cable,1,R,1:00 AM,latefringe,30,"35,818",12880.0775,70.78%
series293,network9,Cable,1,S,8:00 AM,earlymorning,120,"35,642",15273.00833,21.05%
series187,network21,Cable,1,U,5:15 PM,earlyfringe,15,"35,642",6063.096389,67.00%
series473,network24,Cable,1,U,6:00 AM,earlymorning,120,"35,619",22714.68972,30.86%
series736,network15,Cable,1,S,3:00 AM,overnight,120,"35,565",29911.53917,40.97%
series543,network24,Cable,1,R,2:00 AM,overnight,110,"35,524",28957.45139,42.97%
series962,network28,Cable,1,F,12:52 AM,latefringe,32,"35,407",13741.22389,71.07%
